transaction_id,timestamp,sender_id,receiver_id,amount,category,is_fraud,typology,case_id
343642dd,2024-01-01 05:59:10.210258,ACC36025,ACC79713,467.65,bills,0,normal,TX_004331
c59e52de,2024-01-01 06:16:02.669439,ACC43592,ACC21570,88.28,retail,0,normal,TX_005142
fadaa9a1,2024-01-01 06:22:38.616393,ACC69929,ACC79536,1763.16,p2p,0,normal,TX_001978
7de34878,2024-01-01 06:23:02.503820,ACC63775,ACC13756,1985.1,p2p,0,normal,TX_004449
91e3d84e,2024-01-01 06:31:53.524765,ACC52779,ACC90264,7951.56,payroll,0,normal,TX_005422
e7c5e817,2024-01-01 06:34:54.668702,ACC92667,ACC29795,1021.35,p2p,0,normal,TX_000218
00da7a3a,2024-01-01 06:35:32.606477,ACC89723,ACC17038,466.64,retail,0,normal,TX_002451
677e1fa3,2024-01-01 06:39:24.180855,ACC17901,ACC79737,32383.4,business,0,normal,TX_005404
6e23e005,2024-01-01 06:39:57.086476,ACC66698,ACC27225,478.51,bills,0,normal,TX_004081
e8c2b061,2024-01-01 06:41:11.768201,ACC30028,ACC68335,350.84,retail,0,normal,TX_000289
df32e776,2024-01-01 06:48:54.675364,ACC81970,ACC72686,19166.58,tuition,0,normal,TX_005632
48cc5c75,2024-01-01 06:52:31.613341,ACC45433,ACC51218,8573.46,tuition,0,normal,TX_005818
0b729414,2024-01-01 06:55:07.631593,ACC52663,ACC62064,273.27,retail,0,normal,TX_006957
38f259cf,2024-01-01 06:55:51.286886,ACC40595,ACC71916,1518.89,p2p,0,normal,TX_004486
c6f4dd4e,2024-01-01 06:57:45.362869,ACC46463,ACC78114,436.09,retail,0,normal,TX_005182
60c2304d,2024-01-01 07:00:16.690092,ACC52533,ACC97841,589.62,bills,0,normal,TX_005950
a1688dd9,2024-01-01 07:02:13.135139,ACC63031,ACC66828,1068.44,p2p,0,normal,TX_006327
b4c05b1f,2024-01-01 07:04:16.515010,ACC27739,ACC72111,213.99,retail,0,normal,TX_001557
9f744bf7,2024-01-01 07:05:14.425844,ACC30284,ACC62750,5198.86,business,0,normal,TX_003168
5c7a190f,2024-01-01 07:07:17.214022,ACC67733,ACC90522,67.67,retail,0,normal,TX_004707
aa9e18aa,2024-01-01 07:12:57.817068,ACC88523,ACC20846,7582.64,payroll,0,normal,TX_006197
ce6c4e65,2024-01-01 07:18:49.544906,ACC93752,ACC31583,37206.57,mortgage,0,normal,TX_006276
0bf7f31a,2024-01-01 07:21:55.026539,ACC12844,ACC81518,360.29,retail,0,normal,TX_003042
49ffab09,2024-01-01 07:26:00.832232,ACC76562,ACC44687,14361.25,tuition,0,normal,TX_002738
0b28f025,2024-01-01 07:28:15.946858,ACC86055,ACC87992,278.87,retail,0,normal,TX_004533
c1f7df90,2024-01-01 07:30:02.245945,ACC85914,ACC52679,5764.27,payroll,0,normal,TX_006695
3e7200fc,2024-01-01 07:34:10.350376,ACC61293,ACC57279,9382.5,business,0,normal,TX_007469
1aca817b,2024-01-01 07:36:52.151287,ACC84172,ACC17801,7579.79,payroll,0,normal,TX_002546
93427032,2024-01-01 07:42:41.349997,ACC32973,ACC67536,7551.7,payroll,0,normal,TX_000527
88cd690d,2024-01-01 07:48:16.032911,ACC38944,ACC72746,1507.32,p2p,0,normal,TX_004794
9c27bd23,2024-01-01 08:01:16.304778,ACC14460,ACC68428,106.78,retail,0,normal,TX_004507
99367167,2024-01-01 08:03:32.420931,ACC77465,ACC77486,352.63,retail,0,normal,TX_003614
3055a0e5,2024-01-01 08:03:33.865500,ACC29318,ACC61211,83.0,bills,0,normal,TX_001977
e594e26c,2024-01-01 08:10:06.717663,ACC19070,ACC21151,1317.29,p2p,0,normal,TX_004416
26363ba2,2024-01-01 08:18:01.474571,ACC44667,ACC59055,7206.29,payroll,0,normal,TX_002946
9d4d888d,2024-01-01 08:18:04.763046,ACC54260,ACC61116,23.39,retail,0,normal,TX_002171
d9a6ab45,2024-01-01 08:18:26.814323,ACC22223,ACC31579,7310.1,payroll,0,normal,TX_001340
7cb0536a,2024-01-01 08:19:55.685088,ACC69705,ACC18735,51.67,bills,0,normal,TX_006710
2240d6b7,2024-01-01 08:31:53.792966,ACC61316,ACC69775,358.14,retail,0,normal,TX_004200
cd0e5885,2024-01-01 08:32:40.915155,ACC82512,ACC87075,404.33,retail,0,normal,TX_007204
a5305e6e,2024-01-01 08:35:11.240635,ACC13035,ACC98304,398.05,retail,0,normal,TX_005193
f9ae7d9e,2024-01-01 08:37:50.105541,ACC70952,ACC18603,5876.89,payroll,0,normal,TX_004938
ee6fea8a,2024-01-01 08:43:27.562793,ACC89167,ACC36027,36348.48,mortgage,0,normal,TX_006454
c1587d1c,2024-01-01 08:48:39.290195,ACC44508,ACC35713,85.82,p2p,0,normal,TX_003386
64be6e60,2024-01-01 08:50:50.685312,ACC10336,ACC44664,5137.94,payroll,0,normal,TX_000311
d1005705,2024-01-01 09:03:19.205129,ACC52504,ACC49068,318.03,bills,0,normal,TX_005310
2bfc0b62,2024-01-01 09:03:23.420109,ACC22516,ACC79352,229.77,bills,0,normal,TX_001799
0b05564d,2024-01-01 09:10:58.701410,ACC24725,ACC66084,95.0,retail,0,normal,TX_006286
c30e27af,2024-01-01 09:11:30.178263,ACC44281,ACC89129,51.39,bills,0,normal,TX_004658
afc6985e,2024-01-01 09:17:10.744670,ACC80047,ACC28837,334.99,bills,0,normal,TX_000831
3d45f346,2024-01-01 09:25:19.196688,ACC95717,ACC19289,556.57,bills,0,normal,TX_000597
e12afab6,2024-01-01 09:27:08.052881,ACC84364,ACC37849,115.91,retail,0,normal,TX_001377
b7ba68cd,2024-01-01 09:41:25.019608,ACC98144,ACC55288,187.11,retail,0,normal,TX_006029
ec31756a,2024-01-01 09:43:03.975216,ACC19862,ACC88595,483.52,retail,0,normal,TX_001260
53b8b6f8,2024-01-01 09:45:11.852100,ACC68547,ACC41395,436.36,retail,0,normal,TX_002620
4880a5bd,2024-01-01 09:54:27.481981,ACC13873,ACC35770,468.61,retail,0,normal,TX_005032
d69ba471,2024-01-01 09:55:17.953080,ACC15368,ACC67536,297.76,bills,0,normal,TX_004633
a69c5651,2024-01-01 10:20:34.611261,ACC41808,ACC27109,18755.24,tuition,0,normal,TX_000760
d05de86b,2024-01-01 10:40:44.938650,ACC98964,ACC57977,6005.15,payroll,0,normal,TX_002274
e8b03e28,2024-01-01 10:42:32.938155,ACC44522,ACC94246,27708.64,mortgage,0,normal,TX_006100
ceaeac3f,2024-01-01 10:45:06.591488,ACC63336,ACC38394,246.15,retail,0,normal,TX_002241
20e2dc33,2024-01-01 10:45:20.491944,ACC78839,ACC23122,543.45,bills,0,normal,TX_001727
1f57b93a,2024-01-01 10:45:51.786653,ACC74038,ACC45902,184.1,bills,0,normal,TX_004183
c06744bd,2024-01-01 10:48:36.310019,ACC10772,ACC80366,242.55,retail,0,normal,TX_002456
9a9d5040,2024-01-01 11:05:08.382575,ACC28903,ACC64921,13819.46,tuition,0,normal,TX_002903
141115a5,2024-01-01 11:10:14.576242,ACC67622,ACC11999,457.75,retail,0,normal,TX_005863
34c793e8,2024-01-01 11:13:44.136871,ACC72109,ACC14446,6259.92,payroll,0,normal,TX_004457
f886113c,2024-01-01 11:16:25.782737,ACC33508,ACC51220,163.94,bills,0,normal,TX_000228
e6d987ae,2024-01-01 11:18:34.615980,ACC27600,ACC84341,37460.27,business,0,normal,TX_000715
488a7078,2024-01-01 11:23:33.616392,ACC89167,ACC50306,376.61,bills,0,normal,TX_006271
825f1f02,2024-01-01 11:26:50.805070,ACC79822,ACC86099,28.59,retail,0,normal,TX_004058
6dd4a95d,2024-01-01 11:29:16.746047,ACC20888,ACC74847,446.61,retail,0,normal,TX_001862
120e75fd,2024-01-01 11:34:29.515257,ACC19862,ACC96235,32913.41,business,0,normal,TX_004587
7b35f3bb,2024-01-01 11:42:48.454225,ACC86751,ACC67905,1486.22,p2p,0,normal,TX_000938
7e5a555e,2024-01-01 11:42:57.781016,ACC79142,ACC84341,240.25,retail,0,normal,TX_001366
e76d826e,2024-01-01 11:44:15.944950,ACC80539,ACC88087,11078.86,business,0,normal,TX_000607
2784164d,2024-01-01 11:47:31.890931,ACC49580,ACC28653,469.6,p2p,0,normal,TX_002036
c42c161c,2024-01-01 11:58:25.748257,ACC93633,ACC52229,186.5,retail,0,normal,TX_001149
6393ad68,2024-01-01 12:00:58.929390,ACC71736,ACC19567,87.14,bills,0,normal,TX_000300
eeddac0d,2024-01-01 12:01:13.762098,ACC79822,ACC50598,14560.36,business,0,normal,TX_005386
130ea76e,2024-01-01 12:01:21.235457,ACC40098,ACC40323,1732.78,p2p,0,normal,TX_004805
6075790e,2024-01-01 12:10:27.073259,ACC19921,ACC94259,17924.2,mortgage,0,normal,TX_004386
55e62f31,2024-01-01 12:12:30.518379,ACC86871,ACC40982,78.83,bills,0,normal,TX_001910
91a997ce,2024-01-01 12:21:04.856947,ACC16826,ACC46559,283.6,retail,0,normal,TX_001276
e21ef05c,2024-01-01 12:33:23.373193,ACC83613,ACC80713,40975.71,business,0,normal,TX_006848
010f5e23,2024-01-01 12:47:22.604301,ACC78404,ACC46310,335.57,p2p,0,normal,TX_006177
34e56dab,2024-01-01 12:52:51.672582,ACC46775,ACC85833,390.52,bills,0,normal,TX_005767
20c1c439,2024-01-01 13:17:59.689330,ACC63674,ACC75848,1899.2,p2p,0,normal,TX_003879
374b31be,2024-01-01 13:25:51.570506,ACC68184,ACC76542,197.71,bills,0,normal,TX_006743
05fd4299,2024-01-01 13:28:22.664976,ACC79802,ACC91987,7114.95,payroll,0,normal,TX_004931
993fcd76,2024-01-01 13:28:33.345576,ACC63290,ACC24127,123.68,retail,0,normal,TX_002704
90e77cc5,2024-01-01 13:30:33.840583,ACC35105,ACC15156,5694.8,payroll,0,normal,TX_003081
5c941192,2024-01-01 13:31:23.758243,ACC63006,ACC92464,17159.91,tuition,0,normal,TX_005987
1c24b024,2024-01-01 13:38:26.924049,ACC53745,ACC72007,98.29,retail,0,normal,TX_004791
e2bcd6a0,2024-01-01 13:39:57.715664,ACC79163,ACC72259,38.21,retail,0,normal,TX_002389
11584443,2024-01-01 13:45:19.790708,ACC16837,ACC72751,45.36,retail,0,normal,TX_005889
fabf581f,2024-01-01 13:49:57.915583,ACC46048,ACC85189,259.37,bills,0,normal,TX_001866
8d0f73d8,2024-01-01 13:54:56.621370,ACC14928,ACC60012,517.13,bills,0,normal,TX_006744
e3f941b7,2024-01-01 14:05:25.544099,ACC79248,ACC27601,21064.38,tuition,0,normal,TX_002140
dee6ab1e,2024-01-01 14:10:46.384495,ACC22924,ACC42279,973.18,p2p,0,normal,TX_004066
5ea118e5,2024-01-01 14:55:25.104327,ACC17944,ACC93859,588.25,bills,0,normal,TX_001398
e6fde8c6,2024-01-01 15:01:00.200992,ACC64747,ACC63088,228.62,bills,0,normal,TX_000075
5feb830e,2024-01-01 15:06:49.349504,ACC81689,ACC40311,5639.97,payroll,0,normal,TX_004179
a1834add,2024-01-01 15:21:29.403608,ACC62717,ACC38697,18206.75,tuition,0,normal,TX_004714
75ebc05f,2024-01-01 15:28:27.336727,ACC82680,ACC35688,1688.91,p2p,0,normal,TX_001053
b47b8cdf,2024-01-01 15:34:47.770776,ACC48419,ACC43226,6710.17,payroll,0,normal,TX_004068
11baeef2,2024-01-01 15:37:29.954818,ACC95717,ACC51275,35548.5,mortgage,0,normal,TX_000608
382e05ff,2024-01-01 15:37:31.855052,ACC23176,ACC65499,18268.37,business,0,normal,TX_005793
ef2c5876,2024-01-01 15:41:41.873240,ACC58288,ACC74752,412.57,retail,0,normal,TX_005496
8819cba5,2024-01-01 15:48:32.462118,ACC61222,ACC24029,46.05,retail,0,normal,TX_001346
37c2f868,2024-01-01 16:01:09.478332,ACC48566,ACC94210,433.01,retail,0,normal,TX_003775
3596cadd,2024-01-01 16:06:49.976959,ACC66521,ACC87438,471.84,p2p,0,normal,TX_002371
16a2b91d,2024-01-01 16:10:54.717362,ACC27891,ACC89669,550.87,p2p,0,normal,TX_002785
c3705ed3,2024-01-01 16:27:09.192022,ACC94556,ACC62832,831.3,p2p,0,normal,TX_005930
1a3f64ca,2024-01-01 16:30:26.515487,ACC79219,ACC54747,406.2,retail,0,normal,TX_004695
68bc382b,2024-01-01 16:32:10.288509,ACC27063,ACC39636,498.13,retail,0,normal,TX_005560
6462a7a7,2024-01-01 16:32:58.905858,ACC46633,ACC21164,350.09,retail,0,normal,TX_004962
b2b4eff5,2024-01-01 16:34:45.365328,ACC97659,ACC39482,6718.95,payroll,0,normal,TX_001180
bcea1fd6,2024-01-01 16:35:14.949836,ACC35276,ACC80248,1033.25,p2p,0,normal,TX_001350
94a81041,2024-01-01 16:36:32.336279,ACC77072,ACC94216,1860.9,p2p,0,normal,TX_003857
c4473d7b,2024-01-01 16:38:04.950375,ACC28058,ACC80545,22860.39,tuition,0,normal,TX_005707
220f04ad,2024-01-01 16:56:33.987645,ACC17258,ACC63529,51.77,retail,0,normal,TX_002943
e3c742ee,2024-01-01 16:58:52.549722,ACC48382,ACC38887,215.79,bills,0,normal,TX_002993
38018d3f,2024-01-01 17:01:02.199184,ACC50313,ACC96673,403.36,retail,0,normal,TX_006769
0380f4a6,2024-01-01 17:01:03.494111,ACC45289,ACC43923,20736.42,tuition,0,normal,TX_002913
331fdb70,2024-01-01 17:02:55.962989,ACC43545,ACC58952,866.45,p2p,0,normal,TX_001691
bf8d8a84,2024-01-01 17:03:12.325297,ACC23238,ACC29685,400.07,retail,0,normal,TX_001295
310c0783,2024-01-01 17:04:08.786107,ACC81346,ACC80545,298.71,bills,0,normal,TX_006858
acbc819a,2024-01-01 17:09:41.346372,ACC77829,ACC68062,5619.36,payroll,0,normal,TX_001848
0f1ef8e0,2024-01-01 17:11:26.202688,ACC60144,ACC58971,6461.66,payroll,0,normal,TX_002034
4d8a8a62,2024-01-01 17:13:00.514462,ACC50073,ACC97820,5489.71,payroll,0,normal,TX_006396
b958217b,2024-01-01 17:15:52.757155,ACC38281,ACC65372,7799.81,payroll,0,normal,TX_004084
de15cee4,2024-01-01 17:16:50.254755,ACC28590,ACC30028,284.92,bills,0,normal,TX_001264
867fe5e3,2024-01-01 17:18:32.746119,ACC81708,ACC67907,6887.6,payroll,0,normal,TX_003511
85e0646a,2024-01-01 17:22:07.358514,ACC63243,ACC79124,46808.0,business,0,normal,TX_004831
76961b97,2024-01-01 17:23:02.345026,ACC13360,ACC33689,1892.98,p2p,0,normal,TX_001766
25e7b8eb,2024-01-01 17:27:21.387184,ACC15542,ACC49513,397.36,bills,0,normal,TX_001537
865d8a9f,2024-01-01 17:34:38.173058,ACC72805,ACC45033,21799.06,mortgage,0,normal,TX_001940
dbab1773,2024-01-01 17:34:39.723904,ACC70199,ACC86501,300.16,bills,0,normal,TX_000788
5e283de3,2024-01-01 17:38:21.209694,ACC55658,ACC46352,24642.21,business,0,normal,TX_006307
f3ae55bb,2024-01-01 17:58:05.033043,ACC62319,ACC66477,260.58,bills,0,normal,TX_005532
a1f13bfe,2024-01-01 18:05:58.321228,ACC58486,ACC68189,191.8,retail,0,normal,TX_006124
9260b798,2024-01-01 18:07:26.669785,ACC60037,ACC32357,425.85,p2p,0,normal,TX_006321
9f8d448e,2024-01-01 18:10:27.967744,ACC83020,ACC82553,32.57,retail,0,normal,TX_004615
7d34fef0,2024-01-01 18:15:15.399515,ACC95148,ACC23962,79.46,bills,0,normal,TX_004146
8790f929,2024-01-01 18:15:45.057416,ACC34833,ACC62581,39909.59,mortgage,0,normal,TX_000755
a6e18eb4,2024-01-01 18:22:05.225863,ACC42624,ACC21438,14266.95,tuition,0,normal,TX_007356
e703f71c,2024-01-01 18:39:17.914002,ACC41195,ACC23041,275.9,bills,0,normal,TX_004919
abfbf4fd,2024-01-01 18:40:09.977234,ACC94683,ACC90139,7931.22,payroll,0,normal,TX_005835
cab128d4,2024-01-01 18:44:57.034738,ACC82544,ACC32819,26575.22,mortgage,0,normal,TX_006485
ebfa3349,2024-01-01 18:45:31.471218,ACC79418,ACC19756,39622.86,mortgage,0,normal,TX_007080
2893cd03,2024-01-01 18:55:37.333632,ACC74487,ACC33819,663.84,p2p,0,normal,TX_006146
7a7d791d,2024-01-01 18:58:43.018564,ACC30317,ACC45885,464.45,p2p,0,normal,TX_001778
430a511a,2024-01-01 19:01:06.928372,ACC95079,ACC92879,6158.61,payroll,0,normal,TX_004273
5d813356,2024-01-01 19:01:22.267039,ACC43095,ACC64618,244.32,retail,0,normal,TX_005655
4f615d95,2024-01-01 19:07:05.111760,ACC88697,ACC57819,1658.49,p2p,0,normal,TX_003327
c05775d1,2024-01-01 19:11:09.425666,ACC64596,ACC92478,242.55,retail,0,normal,TX_000157
c7d835b5,2024-01-01 19:15:21.557131,ACC31579,ACC23434,655.94,p2p,0,normal,TX_006558
59665d33,2024-01-01 19:16:07.579206,ACC15383,ACC53573,467.06,retail,0,normal,TX_004732
15254d16,2024-01-01 19:17:47.374390,ACC93872,ACC37587,5059.12,payroll,0,normal,TX_006922
fea3b9e5,2024-01-01 19:21:55.131273,ACC40021,ACC86864,443.94,retail,0,normal,TX_001608
94d33da1,2024-01-01 19:22:04.392171,ACC55727,ACC86541,7674.03,payroll,0,normal,TX_000864
cd8f3925,2024-01-01 19:29:19.854019,ACC83792,ACC77419,337.72,retail,0,normal,TX_002748
f3ce3f68,2024-01-01 19:46:38.753413,ACC19733,ACC45509,5967.06,payroll,0,normal,TX_005194
875c0f0a,2024-01-01 19:52:26.506594,ACC83060,ACC31333,311.13,retail,0,normal,TX_007100
e36702c9,2024-01-01 20:05:54.219544,ACC73699,ACC91006,310.47,retail,0,normal,TX_007050
878d5492,2024-01-01 20:07:37.750912,ACC48399,ACC79953,209.51,bills,0,normal,TX_002791
bfbab5e0,2024-01-01 20:07:45.385949,ACC42561,ACC73509,930.61,p2p,0,normal,TX_007231
26c4490c,2024-01-01 20:09:48.194829,ACC60361,ACC39873,5634.99,payroll,0,normal,TX_001663
45999af7,2024-01-01 20:34:16.791508,ACC27206,ACC32361,335.14,retail,0,normal,TX_000564
76156f89,2024-01-01 20:40:28.667436,ACC76039,ACC40097,164.05,retail,0,normal,TX_005255
ae2d5031,2024-01-01 20:47:22.709676,ACC23902,ACC30155,235.51,retail,0,normal,TX_000925
5ee1525f,2024-01-01 20:51:10.922510,ACC74117,ACC40783,550.49,p2p,0,normal,TX_001528
033cd52f,2024-01-01 20:53:07.232698,ACC80078,ACC67370,412.58,bills,0,normal,TX_004380
812c4466,2024-01-01 21:02:48.723985,ACC39045,ACC14635,372.33,p2p,0,normal,TX_004278
a312157b,2024-01-01 21:03:53.159528,ACC79914,ACC80713,369.2,p2p,0,normal,TX_006004
26299b66,2024-01-01 21:19:49.707986,ACC88067,ACC52778,200.33,bills,0,normal,TX_000232
f2a15a4f,2024-01-01 21:21:35.961150,ACC33509,ACC54846,5704.34,payroll,0,normal,TX_001141
ccf29d25,2024-01-01 21:22:21.047089,ACC66293,ACC75034,69.04,retail,0,normal,TX_002386
9c2aa61b,2024-01-01 21:31:35.913508,ACC18540,ACC59469,1004.9,p2p,0,normal,TX_001938
d9b5536e,2024-01-01 21:39:36.593672,ACC94681,ACC75531,7759.85,payroll,0,normal,TX_002485
91cf1a17,2024-01-01 22:02:49.814489,ACC24872,ACC99861,1924.44,p2p,0,normal,TX_004948
8aa2af68,2024-01-01 22:07:51.665269,ACC48251,ACC95717,21937.84,business,0,normal,TX_007286
2e92f0ab,2024-01-01 22:16:55.973210,ACC95078,ACC80601,1667.53,p2p,0,normal,TX_001018
0fdce2aa,2024-01-01 22:18:20.784871,ACC40609,ACC40425,7797.46,payroll,0,normal,TX_003175
31c2a750,2024-01-01 22:18:52.733839,ACC84454,ACC24662,1604.66,p2p,0,normal,TX_004253
